Tittle_Name,tmdb_id,name,media_type,vote_average,vote_count,popularity,release_date,runtime,genres,director,top_cast,overview
"""Terminator 2",280,O Exterminador do Futuro 2: O Julgamento Final,movie,8.14,13988,18.7897,1991-07-03,136.0,"Ação, Thriller, Ficção científica",James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen","O jovem John Connor é a chave para a vitória da civilização sobre uma rebelião de robôs do futuro. No entanto, ele torna-se alvo de T-1000, um exterminador que pode assumir a forma que desejar e que foi enviado do futuro para matá-lo. Outro exterminador, o renovado T-800, também é enviado de volta ao passado para proteger o garoto. Quando John e sua mãe embarcam na fuga com T-800, o menino cria um vínculo forte e inesperado com o robô."
"""Mamma Mia! Lá Vamos Nós de Novo""",458423,Mamma Mia!: Lá Vamos Nós de Novo,movie,7.081,3531,5.3816,2018-07-18,114.0,"Comédia, Romance",Ol Parker,"Lily James, Amanda Seyfried, Meryl Streep, Cher, Andy Garcia","Um ano após a morte de Donna, sua filha Sophie está prestes a reinaugurar o hotel da mãe, agora totalmente reformado. Para tanto convida seus três ""pais"", Harry, Sam e Bill e as eternas amigas da mãe, Rosie e Tanya, ao mesmo tempo em que precisa lidar com a distância do marido Sky, que está fazendo um curso de hotelaria em Nova York. O reencontro serve para desenterrar memórias sobre a juventude de Donna, no final dos anos 70, quando ela resolve se estabelecer na Grécia."
"""Psych",1447,Psych: Agentes Especiais,tv,7.902,938,59.5362,2006-07-07,,"Drama, Comédia, Crime",,"James Roday Rodriguez, Dulé Hill, Timothy Omundson, Maggie Lawson, Kirsten Nelson","Shawn Spencer possui um poder extraordinário de observação, que usa para resolver um caso em que foi acusado injustamente. Após solucionar o crime, ele convence a polícia de que é um médium e passa a ajudá-los com o apoio do melhor amigo."
"""Mamma Mia! O Filme""",11631,Mamma Mia!,movie,6.976,6911,9.8597,2008-07-03,98.0,"Comédia, Romance",Phyllida Lloyd,"Meryl Streep, Amanda Seyfried, Pierce Brosnan, Colin Firth, Stellan Skarsgård","1999, na ilha grega de Kalokairi. Sophie está prestes a se casar e, sem saber quem é seu pai, envia convites para Sam Carmichael, Harry Bright e Bill Anderson. Eles vêm de diferentes partes do mundo, dispostos a reencontrar a mulher de suas vidas: Donna, mãe de Sophie. Ao chegarem Donna é surpreendida, tendo que inventar desculpas para não revelar quem é o pai de Sophie."
"""O Homem nas Trevas 2""",482373,O Homem nas Trevas 2,movie,7.008,2766,4.0608,2021-08-12,98.0,"Thriller, Terror",Rodo Sayagues,"Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young, Rocci Williams","Norman Nordstrom se esconde há vários anos em uma cabana isolada. Morando com uma garota, ele recriou a família tirada dele por um motorista bêbado. A tranquila vida dos dois é arruinada quando indecentes a sequestram. Para salvá-la, Norman é forçado a usar seus instintos ainda mais sombrios e criativos."
"""O Resgate de Ruby""",921655,O Resgate de Ruby,movie,7.472,352,1.1674,2022-03-17,93.0,"Família, Drama",Katt Shea,"Grant Gustin, Scott Wolf, Kaylah Zander, Camille Sullivan, Tom McBeath","Ele quer entrar para a unidade K-9. Ela é uma cadela esperta e só precisa de um lar e treinamento. Juntos, eles mudam a vida um do outro. Baseado em uma história real."
"""Cópias - De Volta à Vida""",300681,Cópias: De Volta à Vida,movie,6.0,1458,2.9465,2018-10-25,107.0,"Ficção científica, Thriller, Drama",Jeffrey Nachmanoff,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz, Nyasha Hatendi","Um neurocientista e sua família sofrem um acidente de carro e só ele sobrevive. Inconformado, o homem começa uma luta incessante para trazê-los de volta por meio de um experimento que desafia as leis físicas da ciência."
"""Invasão""",127235,Invasão,tv,7.1,1136,19.0894,2021-10-21,,"Sci-Fi & Fantasy, Drama",,"Golshifteh Farahani, 忽那汐里, Shamier Anderson, India Brown, Enver Gjokaj","Uma visita extraterrestre ameaça a existência humana. Os impactos dessa chegada são acompanhados em tempo real por cinco pessoas comuns. Em cantos diferentes do planeta, elas tentam encontrar sentido em meio ao caos."
"""CSI",1431,CSI: Investigação Criminal,tv,7.628,1352,157.4905,2000-10-06,,"Crime, Drama, Mistério",,"Ted Danson, George Eads, Jorja Fox, Eric Szmanda, Robert David Hall","Um dedicado grupo de investigadores forenses em um laboratório criminal de Las Vegas se empenha para resolver crimes quase sempre macabros. Trabalhando no turno da noite está o supervisor D.B. Russell, um verdadeiro Sherlock Holmes que devora livros de mistério e assassinatos. Os integrantes da equipe de Russell incluem Catherine Willows, Nick Stokes, Sara Sidle, Greg Sanders e Morgan Brody. O time trabalha de perto com o capitão Jim Brass, um detetive experiente. Entre os chefes anteriores do grupo estão Gus Grissom e o Dr. Raymond Langston."
"""O Assassinato de Yara Gambirasio",258558,O Assassinato de Yara Gambirasio,tv,7.291,67,1.1766,2024-07-16,,Documentário,,Massimo Bossetti,"Esta série documental analisa o desaparecimento de Yara, uma garota de 13 anos, e a investigação perturbadora que abalou a cidadezinha onde ela morava."
"""A Gangue da Luva Verde",210750,A Gangue da Luva Verde,tv,7.211,38,3.8835,2022-10-19,,"Crime, Comédia",,"Magdalena Kuta, Małgorzata Potocka, Anna Romantowska, Krzysztof Tyniec, Mirosław Zbrojewicz","Quando um assalto dá errado, três criminosas da terceira idade se escondem em um asilo e descobrem um segredo sinistro."
"""Um Caso de Detetive""",720755,Um Caso de Detetive,movie,6.618,460,1.4476,2020-10-16,99.0,"Comédia, Drama, Mistério",Evan Morgan,"Adam Brody, Sophie Nélisse, Tzi Ma, Peter MacNeill, Maurice Dean Wint","Um detetive infantil que já foi famoso, agora adulto, continua resolvendo os mesmos mistérios triviais. Mas um dia, chega o seu primeiro caso adulto e precisa descobrir quem cometeu um brutal assassinato."
"""Resident Evil",108296,Resident Evil: A Série,tv,5.583,597,8.4683,2022-07-14,,"Drama, Sci-Fi & Fantasy",,"Ella Balinska, Tamara Smart, Siena Agudong, Adeline Rudolph, Paola Nuñez","Quase três décadas após a descoberta de um vírus mortal, um surto revela os segredos obscuros da Umbrella Corporation. Baseado na franquia de terror."
"""Terra Violenta""",291356,Terra Violenta,movie,6.1,618,1.7754,2016-10-21,103.0,"Faroeste, Ação",Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan","Ambientado nos Estados Unidos do final do Século 19, um homem misterioso chega em uma pequena cidade em busca de vingança pelo assassinato do seu amigo. O ato de violência arrasta toda a cidade em uma batalha sangrenta."
"""O Clandestino",119840,Clandestinos: O Sonho Começou,tv,0.0,0,1.0286,2010-11-04,,,Flávia Lacerda,"Fábio Enriquez, Nanda Costa, Chandelly Braz, Emiliano D'Ávila, Giselle Batista","Fábio é um diretor teatral excêntrico que decide fazer uma peça sobre os sonhos de jovens atores em São Paulo em busca de reconhecimento. Após publicar um artigo na internet convocando iniciantes entre 18 e 28 anos para os testes, ele fica surpreso ao se deparar com milhares de inscrições, mesmo deixando claro que nenhum deles receberá cachê. Com 90 segundos para mostrar seus trabalhos, o diretor começa a seleção pelos atores perfeitos para suas aspirações."
"""Uma Herança Inusitada""",1279433,Uma Herança Inusitada,movie,5.244,215,0.7476,2024-06-19,94.0,"Comédia, Mistério",Sylwester Jakimow,"Maciej Stuhr, Gabriela Muskała, Franciszek Słomiński, Józefina Karnkowska, Joanna Trzepiecińska","Um tio podre de rico morreu. Agora, os integrantes da família dele precisam resolver vários enigmas para garantir parte da grana."
"""Pesadelos e Devaneios de Joko Anwar",228958,Pesadelos e Devaneios de Joko Anwar,tv,6.8,46,4.3418,2024-06-14,,"Sci-Fi & Fantasy, Mistério",,,"Mergulhe em um mundo de fenômenos sobrenaturais e ficção científica com estas sete alucinantes histórias interconectadas, criadas pelo roteirista e diretor Joko Anwar."
"""Eric",1639000,Eric Dane: Últimas Palavras,movie,9.0,5,3.6395,2026-02-19,50.0,Documentário,Ivan Dudynsky,"Eric Dane, Brad Falchuk","Nesta entrevista emocionante, Eric Dane, ator e ativista na conscientização sobre a ELA, compartilha sua última mensagem, sabendo que só iria ao ar depois de sua morte."
"""Alerta de Risco""",704673,Alerta de Risco,movie,5.7,561,4.3939,2024-06-20,107.0,Ação,Mouly Surya,"Jessica Alba, Anthony Michael Hall, Tone Bell, Mark Webber, Jake Weary",Uma militar de elite descobre uma perigosa conspiração ao retornar à cidade natal em busca de respostas para a morte do pai.
"""Collateral",76796,Collateral,tv,6.45,209,4.3249,2018-02-12,,"Drama, Crime, Mistério",S.J. Clarkson,"Carey Mulligan, Vineeta Rishi, Rob Jarvis, Nathaniel Martello-White, Ben Miles","Ao investigar o assassinato de um entregador de pizza, uma detetive descobre uma conspiração que envolve traficantes de drogas, contrabandistas e espiões."
"""Garotos Detetives Mortos",132750,Garotos Detetives Mortos,tv,7.7,295,6.819,2024-04-25,,"Drama, Mistério, Sci-Fi & Fantasy",,"George Rexstrew, Jayden Revri, Kassius Nelson, Yuyu Kitamura, Briana Cuoco",Dois fantasmas adolescentes e uma vidente trabalham resolvendo mistérios para clientes sobrenaturais. Até que uma bruxa poderosa atrapalha os planos deles.
"""Livre""",68718,Django Livre,movie,8.187,27630,19.33,2012-12-25,165.0,"Drama, Faroeste",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson","Django é um escravo, comprado pelo caçador de recompensas alemão Dr. King Schultz para auxiliá-lo em uma missão. A dupla acaba fazendo amizade e, após resolver os problemas do caçador, parte em busca por Broomhilda, esposa de Django. Para isso, eles devem enfrentar o vilão Calvin Candie, proprietário da escrava."
"""Close""",84503,Sem Maturidade para Isso,tv,7.942,373,18.2915,2020-07-09,,"Comédia, Animação",,"J.G. Quintel, Gabrielle Walsh, Jessica DiCicco, Jason Mantzoukas, Kimiko Glenn","Nesta série de animação para adultos, um casal de 30 e poucos anos tenta se manter divertido após deixar a vida de festas para cuidar dos filhos."
"""Bebê Rena",241259,Bebê Rena,tv,7.602,1088,6.2297,2024-04-11,,Drama,,"Richard Gadd, Jessica Gunning, Nava Mau","Um comediante é gentil com uma mulher vulnerável, despertando uma obsessão sufocante que pode acabar com as vidas dos dois."
"""RIPLEY",1213,O Talentoso Ripley,movie,7.2,4065,5.9035,1999-12-25,139.0,"Thriller, Crime, Drama",Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman","Ser um jovem rico no ensolarado sul da Itália é a vida que Tom Ripley quer ter e que Dickie Greenleaf já tem. Ripley é contratado pelo pai de Dickie para convencê-lo a voltar para casa e para sua família, nos Estados Unidos. Ao chegar na Itália, Ripley se encanta com o estilo de vida do rapaz e fará de tudo para ter uma vida igual. Tudo! Ripley não se detém diante de nada, nem mesmo do crime, para realizar seu sonho de se transformar em outra pessoa."
"""Os Irmãos Grimm e as Facetas do Horror",249812,Os Irmãos Grimm e as Facetas do Horror,tv,6.8,50,3.4038,2024-04-17,,"Animação, Sci-Fi & Fantasy, Drama, Mistério",,"福圓美里, Tatsuhisa Suzuki, 野島健児","Inspirados nas histórias clássicas dos Irmãos Grimm, os seis contos de fadas desta antologia têm um toque sombrio e expõem o lado oculto do desejo humano."
"""O Caso Asunta",239966,O Caso Asunta,tv,7.275,140,2.7328,2024-04-26,,"Crime, Drama",,"Candela Peña, Tristán Ulloa, Carlos Blanco, María León, Francesc Orella","Depois que um casal comunica o desaparecimento da filha Asunta, de 12 anos, a investigação logo se volta contra os dois."
"""A Fúria de Paris",212588,A Fúria de Paris,tv,7.1,118,6.0093,2024-03-01,,"Action & Adventure, Crime",,,"Buscando vingar a morte do pai, uma jovem se envolve com Fúria, a justiceira do submundo do crime em Paris."
"""Sonic Prime",115577,Sonic Prime,tv,8.223,526,10.6079,2022-12-15,,"Animação, Action & Adventure, Sci-Fi & Fantasy, Kids",,"Deven Mack, Ashleigh Ball, Brian Drummond, Shannon Chan-Kent, Kazumi Evans","Uma batalha explosiva contra o Dr. Eggman abala o universo. Agora, Sonic precisa viajar por dimensões paralelas para reencontrar os amigos e salvar o mundo."
"""Hellboy""",1087822,Hellboy e o Homem Torto,movie,5.164,519,9.3314,2024-08-29,99.0,"Fantasia, Terror, Ação",Brian Taylor,"Jack Kesy, Jefferson White, Adeline Rudolph, Leah McNamara, Hannah Margetson","Hellboy se une a um agente novato da B.P.D.P. na década de 1950 e são enviados para os Apalaches. Lá, descobrem uma remota e assombrada comunidade, dominada por bruxas e liderada pelo sinistro demônio local, conhecido como O Homem Torto. À medida que exploram os mistérios sombrios deste lugar isolado, Hellboy confronta segredos enterrados de seu próprio passado, levando-o a uma batalha épica contra forças malignas que ameaçam desencadear o caos sobre o mundo."
"""Predestinado""",206487,O Predestinado,movie,7.4,6950,8.5747,2014-08-28,98.0,"Ficção científica, Thriller",Michael Spierig,"Ethan Hawke, Sarah Snook, Noah Taylor, Christopher Kirby, Madeleine West","Um agente temporal conhecido como ""bartender"" encara sua última missão após anos de viagens no tempo caçando criminosos e executando a lei. O desafio final será finalmente capturar seu inimigo mais desafiador, o homem que há muito o intriga e ludibria."
"""Warrior Nun",87689,Warrior Nun,tv,7.948,1290,9.5982,2020-07-02,,"Action & Adventure, Drama, Sci-Fi & Fantasy",,"Alba Baptista, Thekla Reuten, Lorena Andrea, Kristina Tonteri-Young, Tristán Ulloa",Uma jovem acorda no necrotério com superpoderes e descobre que faz parte de uma seita secreta de freiras caçadoras de demônios.
"""Griselda",137893,Griselda,tv,7.26,375,4.6663,2024-01-25,,"Drama, Crime",,"Sofía Vergara, Alberto Guerra, Christian Tappán, Martín Rodríguez, Juliana Aidén Martinez","Inspirado em eventos reais, este drama fictício retrata a jornada de Griselda Blanco desde Medelín até se tornar a ""Madrinha"" do império do tráfico de drogas de Miami."
"""Mestres do Universo",96658,Mestres do Universo: Salvando Eternia,tv,6.494,387,6.6355,2021-07-23,,"Action & Adventure, Sci-Fi & Fantasy, Animação",,"Chris Wood, Mark Hamill, Sarah Michelle Gellar, Liam Cunningham, Tiffany Smith","Depois que uma batalha catastrófica divide Eternia, Teela e uma aliança improvável precisam evitar o fim do Universo nesta sequência do clássico dos anos 80."
"""Um Yakuza Genial",132262,Um Yakuza Genial: Tatsu Imortal,tv,6.7,15,1.6511,2021-08-29,,Comédia,藤澤浩和,Kenjiro Tsuda,"Nesta série de vinhetas cômicas, um cara durão com talento para dono de casa realiza tarefas domésticas meticulosamente."
"""Footloose",1788,Footloose: Ritmo Louco,movie,6.683,2169,11.0288,1984-02-17,107.0,"Drama, Romance",Herbert Ross,"Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest, Chris Penn","Recém-chegado de Chicago, Ren McCormak fica frustrado quando descobre que a pequena cidade proíbe a dança e a música de rock. Enquanto se esforça para se ajustar, Ren enfrenta uma árdua batalha para mudar a situação. Com a ajuda de um amigo, Willard Hewitt e da adolescente rebelde Ariel Moore, ele talvez consiga liberar esta cidade conservadora. Mas o pai influente de Ariel, o reverendo Shaw Moore, se torna um obstáculo."
"""Lift",955916,Lift: Roubo nas Alturas,movie,6.433,1419,4.9047,2024-01-10,107.0,"Ação, Comédia, Crime",F. Gary Gray,"Kevin Hart, Gugu Mbatha-Raw, Sam Worthington, Vincent D'Onofrio, Úrsula Corberó",Um ladrão profissional e sua equipe tentam fazer um grande assalto: roubar 500 milhões de dólares em barras de ouro de um avião a 40 mil pés de altitude.
"""O Lobo Atrás da Porta""",214135,O Lobo Atrás da Porta,movie,7.258,209,0.9938,2013-10-03,100.0,"Drama, Thriller, Crime",Fernando Coimbra,"Leandra Leal, Milhem Cortaz, Fabiula Nascimento, Juliano Cazarré, Thalita Carauta","O desaparecimento de uma criança faz com que seus pais, Bernardo e Sylvia, vão até uma delegacia. O caso fica a cargo do delegado, que resolve interrogá-los separadamente. Logo descobre que Bernardo mantinha uma amante, Rosa, que é levada à delegacia para averiguações. A partir de depoimentos do trio, o delegado descobre uma rede de mentiras, amor, vingança e ciúmes envolvendo o trio."
"""Yellowstone",73586,Yellowstone,tv,8.258,3010,84.7464,2018-06-20,,"Faroeste, Drama",,"Luke Grimes, Kelly Reilly, Wes Bentley, Cole Hauser, Kelsey Asbille","John Dutton tenta proteger seu rancho, o maior dos Estados Unidos, de um mundo corrupto."
"""Maestro""",209504,O Maestro e o Mar,tv,6.4,40,4.5396,2022-10-13,,"Drama, Crime",,"Χριστόφορος Παπακαλιάτης, Κλέλια Ανδριολάτου, Ορέστης Χαλκιάς, Φάνης Μουρατίδης, Μαρίσσα Τριανταφυλλίδου",Um músico vai para uma ilha pitoresca com a tarefa de comandar um festival de música e acaba se envolvendo com a vida e os problemas dos moradores do local.
"""A Fuga das Galinhas""",7443,A Fuga das Galinhas,movie,6.834,5332,12.0916,2000-06-23,84.0,"Animação, Comédia, Família",Peter Lord,"Julia Sawalha, Mel Gibson, Imelda Staunton, Jane Horrocks, Lynn Ferguson","No galinheiro de uma fazenda inglesa dos anos 1950, galinhas cumprem sua função e vivem pacatamente sonhando com uma vida melhor. Uma delas, Ginger, sonha com a liberdade e planeja sair voando dali junto com suas companheiras."
"""Tempo""",71914,A Roda do Tempo,tv,7.621,2344,31.2031,2021-11-18,,"Sci-Fi & Fantasy, Drama",,"Rosamund Pike, Daniel Henney, Josha Stradowski, Zoë Robins, Madeleine Madden","As vidas de cinco jovens camponeses mudam para sempre quando uma mulher estranha e poderosa chega dizendo que um deles é a criança de uma antiga profecia, com o poder de alterar o equilíbrio entre Luz e Trevas para sempre. Eles precisam decidir se confiam na desconhecida – e uns nos outros – para mudar o destino do mundo antes que o Tenebroso consiga se libertar de sua prisão."
"""Beckham",204667,Beckham: Salve Nosso Time,tv,6.9,16,1.2237,2022-11-09,,"Documentário, Reality",,David Beckham,"David Beckham está voltando para casa. Ao longo de uma temporada, David se junta ao time Westward Boys, um time da Echo Premier League, a liga em que começou sua carreira. O Westward não venceu nenhum jogo da temporada e a ameaça de rebaixamento é grande. David tem uma tarefa difícil pela frente."
"""Onimusha",210945,Onimusha,tv,7.494,79,3.2392,2023-11-02,,"Animação, Action & Adventure, Sci-Fi & Fantasy",,"Akio Otsuka, Hochu Otsuka, Daiki Yamashita, 木村昴, Katsuyuki Konishi","De posse de uma arma demoníaca que consome almas, um espadachim lendário e uma irmandade de samurais tentam deter uma insurreição de zumbis sedentos por sangue."
"""Cirurgião do Mal",238959,Cirurgião do Mal,tv,7.5,39,0.6574,2023-11-29,,"Crime, Documentário",,"Dr. Paolo Macchiarini, Benita Alexander",O Dr. Paolo Macchiarini é famoso no mundo todo por seus transplantes de traqueia com infusão de células-tronco. Só tem um problema: os pacientes sempre acabam morrendo.
"""David Contra os Bancos""",937220,David contra os Bancos,movie,6.84,122,1.5215,2023-03-10,107.0,"Comédia, Drama",Chris Foggin,"Rory Kinnear, Jo Hartley, Joel Fry, Phoebe Dynevor, Hugh Bonneville","A história real de Dave Fishwick, um empresário idealista que decidiu lutar contra o sistema e abrir seu próprio banco para ajudar sua comunidade. Ao lado de seu advogado, ele se tornará um herói local."
"""Scott Pilgrim",155292,Scott Pilgrim: A Série,tv,8.0,381,10.2335,2023-11-17,,"Animação, Action & Adventure, Comédia, Sci-Fi & Fantasy",,"Michael Cera, Mary Elizabeth Winstead, Satya Bhabha, Kieran Culkin, Chris Evans","Scott Pilgrim conhece Ramona Flowers, a garota dos seus sonhos, mas logo descobre que há sete ex-namorados do mal no meio do caminho."
"""Guerreiras",803796,Guerreiras do K-Pop,movie,8.079,2442,46.3951,2025-06-20,95.0,"Fantasia, Música, Comédia, Animação",Chris Appelhans,"Arden Cho, May Hong, Ji-young Yoo, Ahn Hyo-seop, 김윤진","Quando não estão lotando estádios, as estrelas do K-pop Rumi, Mira e Zoey usam seus poderes secretos para proteger os fãs contra ameaças sobrenaturais."
"""Patinando no Amor",281401,Patinando no Amor,tv,7.622,49,11.8021,2026-01-22,,Drama,,"Madelyn Keys, Alice Malakhov, Alexandra Beaton, Harmon Walsh, Cale Ambrozic","Uma ex-dançarina no gelo volta a competir ao lado de um novo parceiro, embora ainda pense no antigo, seu primeiro amor."
"""The Electric State""",777443,The Electric State,movie,6.479,1558,7.4674,2025-03-07,125.0,"Ficção científica, Aventura, Ação",Joe Russo,"Millie Bobby Brown, Chris Pratt, Ke Huy Quan, Jason Alexander, Woody Norman","Uma adolescente órfã pega a estrada com um robô misterioso em busca do irmão há muito tempo desaparecido, encontrando no caminho um contrabandista e seu ajudante hilário."
"""Sintonia",858,Sintonia de Amor,movie,6.7,2537,5.0563,1993-06-24,105.0,"Comédia, Drama, Romance",Nora Ephron,"Meg Ryan, Tom Hanks, Ross Malinger, Bill Pullman, Rosie O'Donnell","Depois da morte de sua esposa, Sam muda-se para Seattle com seu filho Jonah. Em um programa de rádio, enquanto Sam fala sobre seus sentimentos, a repórter Annie o ouve e se apaixona por sua voz. Mesmo estando noiva, Annie decide convidá-lo para sair."
"""Boots",315162,Gato de Botas 2: O Último Pedido,movie,8.2,8651,16.1691,2022-12-07,103.0,"Animação, Aventura, Fantasia, Comédia, Família",Joel Crawford,"Antonio Banderas, Salma Hayek Pinault, Harvey Guillén, Wagner Moura, Florence Pugh","O Gato de Botas descobre que sua paixão pela aventura cobrou seu preço: ele queimou oito de suas nove vidas, deixando-o com apenas uma vida restante. Gato parte em uma jornada épica para encontrar o mítico Último Desejo e restaurar suas nove vidas."
"""Gente grande""",38365,Gente Grande,movie,6.396,6559,15.5079,2010-06-24,102.0,Comédia,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider","A morte do treinador de basquete da infância de velhos amigos os reúne no mesmo lugar que celebraram um campeonato anos atrás. Os amigos, acompanhados de suas esposas e filhos, descobrem que idade não significa o mesmo que maturidade."
"""Uma Linda Vida""",1119173,Uma Linda Vida,movie,6.83,262,1.522,2023-06-01,99.0,"Drama, Música, Romance",Mehdi Avaz,"Christopher, Inga Ibsdotter Lilleaas, Christine Albeck Børge, Ardalan Esmaili, Sebastian Jessen","Um jovem pescador se transforma em uma revelação musical, mas seu passado é um obstáculo. Será que ele consegue superar seus traumas e conquistar a fama e o amor?"
"""Mikaela""",1315988,Mikaela,movie,6.063,111,4.0929,2025-01-31,90.0,"Ação, Thriller, Aventura",Daniel Calparsoro,"Antonio Resines, Natalia Azahara, Roger Casamajor, Adriana Torrebejano, Pavel Anton","Quando uma nevasca bloqueia uma estrada, uma gangue de ladrões aproveita para roubar um carro-forte, estragando a noite de um policial que só queria chegar em casa."
"""Sequestro Fake""",1580353,Sequestro Fake,movie,6.417,6,1.6182,2025-12-06,85.0,Comédia,Amine Lakhnech,"محمد الدوخي, Abdullah alDaris, Yazeed Almajyul, Khaled Ahamd Hwijan, Saeed Alewiran","Falido, Sattam se envolve em uma tramoia muito louca quando decide pagar suas dívidas de um jeito inusitado: sequestrando o próprio pai."
"""Trailer da série",88071,Trailer Park Boys: A Série Animada,tv,6.9,54,1.5086,2019-03-31,,"Animação, Comédia",,"Robb Wells, Mike Smith, John Paul Tremblay","Os encrenqueiros favoritos do Canadá sempre foram sem noção. Agora, em desenho animado, eles estão mais loucos do que nunca."
"""Bride of Istanbul",1441812,Арамызда Стамбұл,movie,0.0,0,0.0877,2025-02-06,0.0,Romance,Nurzhan Erkinuly,"Rauan Akhmedov, Aruzhan Timurkyzy, Aibek Zhagypar, Damelya Sweet",
"""Kung Fu Panda 4""",1011985,Kung Fu Panda 4,movie,7.005,3388,15.5193,2024-03-02,94.0,"Animação, Família, Ação, Comédia, Aventura, Fantasia",Mike Mitchell,"Jack Black, Awkwafina, Viola Davis, Dustin Hoffman, Bryan Cranston","Po está prestes a se tornar o novo líder espiritual do Vale da Paz, mas antes que possa fazer isso, ele deve encontrar um sucessor para se tornar o novo Dragão Guerreiro.  Ele parece encontrar uma em Zhen, uma raposa com muitas habilidades promissoras, mas que não gosta muito da ideia de Po treiná-la."
"""Quem Vai Salvar o Natal? 2""",1196207,Quem Vai Salvar o Natal? 2,movie,5.4,32,1.6991,2025-12-05,93.0,"Comédia, Família",Joaquín Mazón,"Santiago Segura, Ernesto Sevilla, Pablo Chiapella, María Botto, Unax Hayden","Este ano, o Natal está em risco: o Papai Noel caiu nas garras de uma terrível fábrica de brinquedos, e a magia natalina está por um fio. Para restaurar a festa, Salva, um ex-ladrão determinado a se tornar um pai exemplar, une forças com seu filho adolescente e alguns ajudantes leais. Juntos, eles precisam bolar e executar um plano audacioso em uma única noite para resgatar o Noel e recuperar a essência do Natal. Repleta de ação, vilões surpreendentes, e muitas gargalhadas, esta comédia familiar continua a saga de sucesso que conquistou todas as idades. Será que esta equipe improvável conseguirá salvar o Papai Noel e garantir a celebração a tempo?"
"""Os Opostos Sempre Se Atraem""",785985,Os Opostos Sempre Se Atraem,movie,6.049,506,1.064,2022-05-06,119.0,"Comédia, Ação",Louis Leterrier,"Omar Sy, Laurent Lafitte, Izïa Higelin, Dimitri Storoge, Stéphane Pezerat","Reunidos depois de uma década, dois policiais muito diferentes investigam um assassinato em uma cidade dividida que é palco de uma grande conspiração."
"""Viagem 2 - A Ilha Misteriosa""",72545,Viagem 2: A Ilha Misteriosa,movie,6.145,4458,4.291,2012-01-19,94.0,"Aventura, Ação, Ficção científica",Brad Peyton,"Dwayne Johnson, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, Michael Caine","Quando seu avô envia um pedido de socorro de uma ilha exótica, o adolescente Sean Anderson conta com um aliado improvável para salvá-lo: seu próprio padrasto."
"""Borbulhas de Amor""",1323475,Borbulhas de Amor,movie,6.027,205,12.1579,2025-11-18,99.0,"Romance, Comédia",Mark Steven Johnson,"Minka Kelly, Tom Wozniczka, Xavier Samuel, Flula Borg, Thibault de Montalembert",Uma executiva americana vai a Paris disposta a comprar uma marca de champanhe antes do Natal e acaba se apaixonando pelo filho do fundador da empresa.
"""Tainá 2 - A aventura continua""",51186,Tainá 2: A Aventura Continua,movie,5.2,23,0.3827,2004-12-12,80.0,"Aventura, Família",Mauro Lima,"Eunice Baía, Vítor Morosini, Arilene Rodrigues, Kadu Moliterno, Daniel Munduruku","A pequenina índia Catiti anda pela floresta seguindo e imitando Tainá, hoje uma linda e corajosa adolescente. Elas inutilizam as armadilhas dos traficantes de espécimes raros e, durante suas aventuras, encontram Carlito, garoto da cidade à procura de seu cachorrinho perdido, que Catiti resgata e quer adotar como seu xerimbabo (bichinho de estimação), pois todas as crianças da aldeia têm um, com exceção de Catiti. Quando a quadrilha se apodera dos xerimbabos da aldeia, todas as crianças devem esquecer as diferenças de cultura e temperamento para socorrer os cativos e se unirem sob a liderança de Tainá."
"""O Que Tiver Que Ser""",1214484,O Que Tiver Que Ser,movie,7.846,358,1.0595,2024-11-01,110.0,Drama,Josephine Bornebusch,"Josephine Bornebusch, Pål Sverre Hagen, Sigrid Johnson, Olle Tikkakoski Lundström, Leon Mentori",Uma mãe exausta faz uma última tentativa de manter a família unida levando-os em uma viagem para a competição de pole dancing da filha.
"""Homem-Aranha no Aranhaverso""",324857,Homem-Aranha: No Aranhaverso,movie,8.393,16919,18.5093,2018-12-06,117.0,"Animação, Ação, Aventura, Ficção científica",Bob Persichetti,"Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry","Miles Morales é um jovem negro do Brooklyn que se tornou o Homem-Aranha inspirado no legado de Peter Parker, já falecido. Entretanto, ao visitar o túmulo de seu ídolo em uma noite chuvosa, ele é surpreendido com a presença do próprio Peter, vestindo o traje do herói aracnídeo sob um sobretudo. A surpresa fica ainda maior quando Miles descobre que ele veio de uma dimensão paralela, assim como outras variações do Homem-Aranha."
